ID,Nome,Sprite,Type1,Type2,HP,Attack,Defense,Special Attack,Special Defense,Speed
438,bonsly,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/438.png,rock,,50,80,95,10,45,10
439,mime-jr,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/439.png,psychic,fairy,20,25,45,70,90,60
440,happiny,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/440.png,normal,,100,5,5,15,65,30
441,chatot,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/441.png,normal,flying,76,65,45,92,42,91
442,spiritomb,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/442.png,ghost,dark,50,92,108,92,108,35
443,gible,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/443.png,dragon,ground,58,70,45,40,45,42
444,gabite,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/444.png,dragon,ground,68,90,65,50,55,82
445,garchomp,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/445.png,dragon,ground,108,130,95,80,85,102
446,munchlax,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/446.png,normal,,135,85,40,40,85,5
447,riolu,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/447.png,fighting,,40,70,40,35,40,60
448,lucario,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/448.png,fighting,steel,70,110,70,115,70,90
449,hippopotas,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/449.png,ground,,68,72,78,38,42,32
450,hippowdon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/450.png,ground,,108,112,118,68,72,47
451,skorupi,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/451.png,poison,bug,40,50,90,30,55,65
452,drapion,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/452.png,poison,dark,70,90,110,60,75,95
453,croagunk,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/453.png,poison,fighting,48,61,40,61,40,50
454,toxicroak,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/454.png,poison,fighting,83,106,65,86,65,85
455,carnivine,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/455.png,grass,,74,100,72,90,72,46
456,finneon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/456.png,water,,49,49,56,49,61,66
457,lumineon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/457.png,water,,69,69,76,69,86,91
458,mantyke,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/458.png,water,flying,45,20,50,60,120,50
459,snover,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/459.png,grass,ice,60,62,50,62,60,40
460,abomasnow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/460.png,grass,ice,90,92,75,92,85,60
461,weavile,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/461.png,dark,ice,70,120,65,45,85,125
462,magnezone,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/462.png,electric,steel,70,70,115,130,90,60
463,lickilicky,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/463.png,normal,,110,85,95,80,95,50
464,rhyperior,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/464.png,ground,rock,115,140,130,55,55,40
465,tangrowth,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/465.png,grass,,100,100,125,110,50,50
466,electivire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/466.png,electric,,75,123,67,95,85,95
467,magmortar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/467.png,fire,,75,95,67,125,95,83
468,togekiss,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/468.png,fairy,flying,85,50,95,120,115,80
469,yanmega,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/469.png,bug,flying,86,76,86,116,56,95
470,leafeon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/470.png,grass,,65,110,130,60,65,95
471,glaceon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/471.png,ice,,65,60,110,130,95,65
472,gliscor,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/472.png,ground,flying,75,95,125,45,75,95
473,mamoswine,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/473.png,ice,ground,110,130,80,70,60,80
474,porygon-z,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/474.png,normal,,85,80,70,135,75,90
475,gallade,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/475.png,psychic,fighting,68,125,65,65,115,80
476,probopass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/476.png,rock,steel,60,55,145,75,150,40
477,dusknoir,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/477.png,ghost,,45,100,135,65,135,45
478,froslass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/478.png,ice,ghost,70,80,70,80,70,110
479,rotom,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/479.png,electric,ghost,50,50,77,95,77,91
480,uxie,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/480.png,psychic,,75,75,130,75,130,95
481,mesprit,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/481.png,psychic,,80,105,105,105,105,80
482,azelf,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/482.png,psychic,,75,125,70,125,70,115
483,dialga,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/483.png,steel,dragon,100,120,120,150,100,90
484,palkia,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/484.png,water,dragon,90,120,100,150,120,100
485,heatran,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/485.png,fire,steel,91,90,106,130,106,77
486,regigigas,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/486.png,normal,,110,160,110,80,110,100
487,giratina-altered,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/487.png,ghost,dragon,150,100,120,100,120,90
488,cresselia,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/488.png,psychic,,120,70,110,75,120,85
489,phione,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/489.png,water,,80,80,80,80,80,80
490,manaphy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/490.png,water,,100,100,100,100,100,100
491,darkrai,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/491.png,dark,,70,90,90,135,90,125
492,shaymin-land,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/492.png,grass,,100,100,100,100,100,100
493,arceus,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/493.png,normal,,120,120,120,120,120,120
494,victini,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/494.png,psychic,fire,100,100,100,100,100,100
495,snivy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/495.png,grass,,45,45,55,45,55,63
496,servine,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/496.png,grass,,60,60,75,60,75,83
497,serperior,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/497.png,grass,,75,75,95,75,95,113
498,tepig,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/498.png,fire,,65,63,45,45,45,45
499,pignite,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/499.png,fire,fighting,90,93,55,70,55,55
500,emboar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/500.png,fire,fighting,110,123,65,100,65,65
501,oshawott,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/501.png,water,,55,55,45,63,45,45
502,dewott,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/502.png,water,,75,75,60,83,60,60
503,samurott,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/503.png,water,,95,100,85,108,70,70
504,patrat,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/504.png,normal,,45,55,39,35,39,42
505,watchog,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/505.png,normal,,60,85,69,60,69,77
506,lillipup,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/506.png,normal,,45,60,45,25,45,55
507,herdier,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/507.png,normal,,65,80,65,35,65,60
508,stoutland,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/508.png,normal,,85,110,90,45,90,80
509,purrloin,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/509.png,dark,,41,50,37,50,37,66
510,liepard,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/510.png,dark,,64,88,50,88,50,106
511,pansage,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/511.png,grass,,50,53,48,53,48,64
512,simisage,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/512.png,grass,,75,98,63,98,63,101
513,pansear,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/513.png,fire,,50,53,48,53,48,64
514,simisear,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/514.png,fire,,75,98,63,98,63,101
515,panpour,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/515.png,water,,50,53,48,53,48,64
516,simipour,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/516.png,water,,75,98,63,98,63,101
517,munna,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/517.png,psychic,,76,25,45,67,55,24
518,musharna,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/518.png,psychic,,116,55,85,107,95,29
519,pidove,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/519.png,normal,flying,50,55,50,36,30,43
520,tranquill,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/520.png,normal,flying,62,77,62,50,42,65
521,unfezant,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/521.png,normal,flying,80,115,80,65,55,93
522,blitzle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/522.png,electric,,45,60,32,50,32,76
523,zebstrika,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/523.png,electric,,75,100,63,80,63,116
524,roggenrola,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/524.png,rock,,55,75,85,25,25,15
525,boldore,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/525.png,rock,,70,105,105,50,40,20
526,gigalith,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/526.png,rock,,85,135,130,60,80,25
527,woobat,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/527.png,psychic,flying,65,45,43,55,43,72
528,swoobat,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/528.png,psychic,flying,67,57,55,77,55,114
529,drilbur,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/529.png,ground,,60,85,40,30,45,68
530,excadrill,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/530.png,ground,steel,110,135,60,50,65,88
531,audino,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/531.png,normal,,103,60,86,60,86,50
532,timburr,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/532.png,fighting,,75,80,55,25,35,35
533,gurdurr,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/533.png,fighting,,85,105,85,40,50,40
534,conkeldurr,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/534.png,fighting,,105,140,95,55,65,45
535,tympole,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/535.png,water,,50,50,40,50,40,64
536,palpitoad,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/536.png,water,ground,75,65,55,65,55,69
537,seismitoad,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/537.png,water,ground,105,95,75,85,75,74
538,throh,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/538.png,fighting,,120,100,85,30,85,45
539,sawk,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/539.png,fighting,,75,125,75,30,75,85
540,sewaddle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/540.png,bug,grass,45,53,70,40,60,42
541,swadloon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/541.png,bug,grass,55,63,90,50,80,42
542,leavanny,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/542.png,bug,grass,75,103,80,70,80,92
543,venipede,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/543.png,bug,poison,30,45,59,30,39,57
544,whirlipede,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/544.png,bug,poison,40,55,99,40,79,47
545,scolipede,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/545.png,bug,poison,60,100,89,55,69,112
546,cottonee,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/546.png,grass,fairy,40,27,60,37,50,66
547,whimsicott,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/547.png,grass,fairy,60,67,85,77,75,116
548,petilil,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/548.png,grass,,45,35,50,70,50,30
549,lilligant,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/549.png,grass,,70,60,75,110,75,90
550,basculin-red-striped,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/550.png,water,,70,92,65,80,55,98
551,sandile,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/551.png,ground,dark,50,72,35,35,35,65
552,krokorok,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/552.png,ground,dark,60,82,45,45,45,74
553,krookodile,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/553.png,ground,dark,95,117,80,65,70,92
554,darumaka,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/554.png,fire,,70,90,45,15,45,50
555,darmanitan-standard,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/555.png,fire,,105,140,55,30,55,95
556,maractus,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/556.png,grass,,75,86,67,106,67,60
557,dwebble,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/557.png,bug,rock,50,65,85,35,35,55
558,crustle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/558.png,bug,rock,70,105,125,65,75,45
559,scraggy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/559.png,dark,fighting,50,75,70,35,70,48
560,scrafty,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/560.png,dark,fighting,65,90,115,45,115,58
561,sigilyph,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/561.png,psychic,flying,72,58,80,103,80,97
562,yamask,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/562.png,ghost,,38,30,85,55,65,30
563,cofagrigus,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/563.png,ghost,,58,50,145,95,105,30
564,tirtouga,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/564.png,water,rock,54,78,103,53,45,22
565,carracosta,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/565.png,water,rock,74,108,133,83,65,32
566,archen,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/566.png,rock,flying,55,112,45,74,45,70
567,archeops,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/567.png,rock,flying,75,140,65,112,65,110
568,trubbish,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/568.png,poison,,50,50,62,40,62,65
569,garbodor,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/569.png,poison,,80,95,82,60,82,75
570,zorua,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/570.png,dark,,40,65,40,80,40,65
571,zoroark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/571.png,dark,,60,105,60,120,60,105
572,minccino,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/572.png,normal,,55,50,40,40,40,75
573,cinccino,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/573.png,normal,,75,95,60,65,60,115
574,gothita,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/574.png,psychic,,45,30,50,55,65,45
575,gothorita,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/575.png,psychic,,60,45,70,75,85,55
576,gothitelle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/576.png,psychic,,70,55,95,95,110,65
577,solosis,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/577.png,psychic,,45,30,40,105,50,20
578,duosion,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/578.png,psychic,,65,40,50,125,60,30
579,reuniclus,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/579.png,psychic,,110,65,75,125,85,30
580,ducklett,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/580.png,water,flying,62,44,50,44,50,55
581,swanna,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/581.png,water,flying,75,87,63,87,63,98
582,vanillite,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/582.png,ice,,36,50,50,65,60,44
583,vanillish,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/583.png,ice,,51,65,65,80,75,59
584,vanilluxe,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/584.png,ice,,71,95,85,110,95,79
585,deerling,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/585.png,normal,grass,60,60,50,40,50,75
586,sawsbuck,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/586.png,normal,grass,80,100,70,60,70,95
587,emolga,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/587.png,electric,flying,55,75,60,75,60,103
588,karrablast,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/588.png,bug,,50,75,45,40,45,60
589,escavalier,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/589.png,bug,steel,70,135,105,60,105,20
590,foongus,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/590.png,grass,poison,69,55,45,55,55,15
591,amoonguss,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/591.png,grass,poison,114,85,70,85,80,30
592,frillish-male,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/592.png,water,ghost,55,40,50,65,85,40
593,jellicent-male,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/593.png,water,ghost,100,60,70,85,105,60
594,alomomola,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/594.png,water,,165,75,80,40,45,65
595,joltik,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/595.png,bug,electric,50,47,50,57,50,65
596,galvantula,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/596.png,bug,electric,70,77,60,97,60,108
597,ferroseed,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/597.png,grass,steel,44,50,91,24,86,10
598,ferrothorn,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/598.png,grass,steel,74,94,131,54,116,20
599,klink,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/599.png,steel,,40,55,70,45,60,30
600,klang,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/600.png,steel,,60,80,95,70,85,50
601,klinklang,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/601.png,steel,,60,100,115,70,85,90
602,tynamo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/602.png,electric,,35,55,40,45,40,60
603,eelektrik,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/603.png,electric,,65,85,70,75,70,40
604,eelektross,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/604.png,electric,,85,115,80,105,80,50
605,elgyem,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/605.png,psychic,,55,55,55,85,55,30
606,beheeyem,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/606.png,psychic,,75,75,75,125,95,40
607,litwick,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/607.png,ghost,fire,50,30,55,65,55,20
608,lampent,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/608.png,ghost,fire,60,40,60,95,60,55
609,chandelure,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/609.png,ghost,fire,60,55,90,145,90,80
610,axew,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/610.png,dragon,,46,87,60,30,40,57
611,fraxure,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/611.png,dragon,,66,117,70,40,50,67
612,haxorus,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/612.png,dragon,,76,147,90,60,70,97
613,cubchoo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/613.png,ice,,55,70,40,60,40,40
614,beartic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/614.png,ice,,95,130,80,70,80,50
615,cryogonal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/615.png,ice,,80,50,50,95,135,105
616,shelmet,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/616.png,bug,,50,40,85,40,65,25
617,accelgor,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/617.png,bug,,80,70,40,100,60,145
618,stunfisk,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/618.png,ground,electric,109,66,84,81,99,32
619,mienfoo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/619.png,fighting,,45,85,50,55,50,65
620,mienshao,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/620.png,fighting,,65,125,60,95,60,105
621,druddigon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/621.png,dragon,,77,120,90,60,90,48
622,golett,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/622.png,ground,ghost,59,74,50,35,50,35
623,golurk,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/623.png,ground,ghost,89,124,80,55,80,55
624,pawniard,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/624.png,dark,steel,45,85,70,40,40,60
625,bisharp,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/625.png,dark,steel,65,125,100,60,70,70
626,bouffalant,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/626.png,normal,,95,110,95,40,95,55
627,rufflet,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/627.png,normal,flying,70,83,50,37,50,60
628,braviary,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/628.png,normal,flying,100,123,75,57,75,80
629,vullaby,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/629.png,dark,flying,70,55,75,45,65,60
630,mandibuzz,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/630.png,dark,flying,110,65,105,55,95,80
631,heatmor,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/631.png,fire,,85,97,66,105,66,65
632,durant,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/632.png,bug,steel,58,109,112,48,48,109
633,deino,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/633.png,dark,dragon,52,65,50,45,50,38
634,zweilous,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/634.png,dark,dragon,72,85,70,65,70,58
635,hydreigon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/635.png,dark,dragon,92,105,90,125,90,98
636,larvesta,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/636.png,bug,fire,55,85,55,50,55,60
637,volcarona,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/637.png,bug,fire,85,60,65,135,105,100
638,cobalion,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/638.png,steel,fighting,91,90,129,90,72,108
639,terrakion,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/639.png,rock,fighting,91,129,90,72,90,108
640,virizion,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/640.png,grass,fighting,91,90,72,90,129,108
641,tornadus-incarnate,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/641.png,flying,,79,115,70,125,80,111
642,thundurus-incarnate,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/642.png,electric,flying,79,115,70,125,80,111
643,reshiram,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/643.png,dragon,fire,100,120,100,150,120,90
644,zekrom,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/644.png,dragon,electric,100,150,120,120,100,90
645,landorus-incarnate,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/645.png,ground,flying,89,125,90,115,80,101
646,kyurem,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/646.png,dragon,ice,125,130,90,130,90,95
647,keldeo-ordinary,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/647.png,water,fighting,91,72,90,129,90,108
648,meloetta-aria,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/648.png,normal,psychic,100,77,77,128,128,90
649,genesect,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/649.png,bug,steel,71,120,95,120,95,99
650,chespin,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/650.png,grass,,56,61,65,48,45,38
651,quilladin,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/651.png,grass,,61,78,95,56,58,57
652,chesnaught,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/652.png,grass,fighting,88,107,122,74,75,64
653,fennekin,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/653.png,fire,,40,45,40,62,60,60
654,braixen,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/654.png,fire,,59,59,58,90,70,73
