Nome,Type,Tipo de dano,Accuracy,Power,PP,Prioridade,Descrição p,Descrição c,Chance de efeito,Efeito,Chance de Crit,Drain,Flinch,Healing,Min attacks,Max attacks,Min Turns,Max Turns,Chance stat,Mudanca de stat,Qnt de Mudança de stat
giga-impact,normal,physical,90.0,150.0,5.0,0,User foregoes its next turn to recharge.,"Inflicts regular damage.  User loses its next turn to ""recharge"", and cannot attack or switch out during that turn.",,none,0,0,0,0,,,,,0,[''],[0]
nasty-plot,dark,status,,,20.0,0,Raises the user’s Special Attack by two stages.,Raises the user’s Special Attack by two stages.,,none,0,0,0,0,,,,,0,['special-attack'],[2]
bullet-punch,steel,physical,100.0,40.0,30.0,1,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
avalanche,ice,physical,100.0,60.0,10.0,-4,Inflicts double damage if the user takes damage before attacking this turn.,"Inflicts regular damage.  If the target damaged the user this turn and was the last to do so, this move has double power.

pain split does not count as damaging the user.",,none,0,0,0,0,,,,,0,[''],[0]
ice-shard,ice,physical,100.0,40.0,30.0,1,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
shadow-claw,ghost,physical,100.0,70.0,15.0,0,Has an increased chance for a critical hit.,Inflicts regular damage.  User’s critical hit rate is one level higher when using this move.,,none,1,0,0,0,,,,,0,[''],[0]
thunder-fang,electric,physical,95.0,65.0,15.0,0,Has a $effect_chance% chance to paralyze the target and a $effect_chance% chance to make the target flinch.,Inflicts regular damage.  Has a $effect_chance% chance to paralyze the target and a separate $effect_chance% chance to make the target flinch.,10.0,paralysis,0,0,10,0,,,,,0,[''],[0]
ice-fang,ice,physical,95.0,65.0,15.0,0,Has a $effect_chance% chance to freeze the target and a $effect_chance% chance to make the target flinch.,Inflicts regular damage.  Has a $effect_chance% chance to freeze the target and a separate $effect_chance% chance to make the target flinch.,10.0,freeze,0,0,10,0,,,,,0,[''],[0]
fire-fang,fire,physical,95.0,65.0,15.0,0,Has a $effect_chance% chance to burn the target and a $effect_chance% chance to make the target flinch.,Inflicts regular damage.  Has a $effect_chance% chance to burn the target and a separate $effect_chance% chance to make the target flinch.,10.0,burn,0,0,10,0,,,,,0,[''],[0]
shadow-sneak,ghost,physical,100.0,40.0,30.0,1,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
mud-bomb,ground,special,85.0,65.0,10.0,0,Has a $effect_chance% chance to lower the target’s accuracy by one stage.,Inflicts regular damage.  Has a $effect_chance% chance to lower the target’s accuracy by one stage.,30.0,none,0,0,0,0,,,,,30,['accuracy'],[-1]
psycho-cut,psychic,physical,100.0,70.0,20.0,0,Has an increased chance for a critical hit.,Inflicts regular damage.  User’s critical hit rate is one level higher when using this move.,,none,1,0,0,0,,,,,0,[''],[0]
zen-headbutt,psychic,physical,90.0,80.0,15.0,0,Has a $effect_chance% chance to make the target flinch.,Inflicts regular damage.  Has a $effect_chance% chance to make the target flinch.,20.0,none,0,0,20,0,,,,,0,[''],[0]
mirror-shot,steel,special,85.0,65.0,10.0,0,Has a $effect_chance% chance to lower the target’s accuracy by one stage.,Inflicts regular damage.  Has a $effect_chance% chance to lower the target’s accuracy by one stage.,30.0,none,0,0,0,0,,,,,30,['accuracy'],[-1]
flash-cannon,steel,special,100.0,80.0,10.0,0,Has a $effect_chance% chance to lower the target’s Special Defense by one stage.,Inflicts regular damage.  Has a $effect_chance% chance to lower the target’s Special Defense by one stage.,10.0,none,0,0,0,0,,,,,10,['special-defense'],[-1]
rock-climb,normal,physical,85.0,90.0,20.0,0,Has a $effect_chance% chance to confuse the target.,Inflicts regular damage.  Has a $effect_chance% chance to confuse the target.,20.0,confusion,0,0,0,0,,,2.0,5.0,0,[''],[0]
defog,flying,status,,,15.0,0,Lowers the target’s evasion by one stage.  Removes field effects from the enemy field.,"Lowers the target’s evasion by one stage.  Clears away fog.  Removes the effects of mist, light screen, reflect, safeguard, spikes, stealth rock, and toxic spikes from the target’s side of the field.

If the target is protected by mist, it will prevent the evasion change, then be removed by this move.",,none,0,0,0,0,,,,,0,['evasion'],[-1]
trick-room,psychic,status,,,5.0,-7,"For five turns, slower Pokémon will act before faster Pokémon.","For five turns (including this one), slower Pokémon will act before faster Pokémon.  Move priority is not affected.  Using this move when its effect is already active will end the effect.

Pokémon holding full incense, lagging tail, or quick claw and Pokémon with stall ignore this effect.",,none,0,0,0,0,,,,,0,[''],[0]
draco-meteor,dragon,special,90.0,130.0,5.0,0,Lowers the user’s Special Attack by two stages after inflicting damage.,"Inflicts regular damage, then lowers the user’s Special Attack by two stages.",100.0,none,0,0,0,0,,,,,100,['special-attack'],[-2]
discharge,electric,special,100.0,80.0,15.0,0,Has a $effect_chance% chance to paralyze the target.,Inflicts regular damage.  Has a $effect_chance% chance to paralyze the target.,30.0,paralysis,0,0,0,0,,,,,0,[''],[0]
lava-plume,fire,special,100.0,80.0,15.0,0,Has a $effect_chance% chance to burn the target.,Inflicts regular damage.  Has a $effect_chance% chance to burn the target.,30.0,burn,0,0,0,0,,,,,0,[''],[0]
leaf-storm,grass,special,90.0,130.0,5.0,0,Lowers the user’s Special Attack by two stages after inflicting damage.,"Inflicts regular damage, then lowers the user’s Special Attack by two stages.",100.0,none,0,0,0,0,,,,,100,['special-attack'],[-2]
power-whip,grass,physical,85.0,120.0,10.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
rock-wrecker,rock,physical,90.0,150.0,5.0,0,User foregoes its next turn to recharge.,"Inflicts regular damage.  User loses its next turn to ""recharge"", and cannot attack or switch out during that turn.",,none,0,0,0,0,,,,,0,[''],[0]
cross-poison,poison,physical,100.0,70.0,20.0,0,Has an increased chance for a critical hit and a $effect_chance% chance to poison the target.,Inflicts regular damage.  User’s critical hit rate is one level higher when using this move. Has a $effect_chance% chance to poison the target.,10.0,poison,1,0,0,0,,,,,0,[''],[0]
gunk-shot,poison,physical,80.0,120.0,5.0,0,Has a $effect_chance% chance to poison the target.,Inflicts regular damage.  Has a $effect_chance% chance to poison the target.,30.0,poison,0,0,0,0,,,,,0,[''],[0]
iron-head,steel,physical,100.0,80.0,15.0,0,Has a $effect_chance% chance to make the target flinch.,Inflicts regular damage.  Has a $effect_chance% chance to make the target flinch.,30.0,none,0,0,30,0,,,,,0,[''],[0]
magnet-bomb,steel,physical,,60.0,20.0,0,Never misses.,Inflicts regular damage.  Ignores accuracy and evasion modifiers.,,none,0,0,0,0,,,,,0,[''],[0]
stone-edge,rock,physical,80.0,100.0,5.0,0,Has an increased chance for a critical hit.,Inflicts regular damage.  User’s critical hit rate is one level higher when using this move.,,none,1,0,0,0,,,,,0,[''],[0]
captivate,normal,status,100.0,,20.0,0,Lowers the target’s Special Attack by two stages if it’s the opposite gender.,"Lowers the target’s Special Attack by two stages.  If the user and target are the same gender, or either is genderless, this move will fail.",,none,0,0,0,0,,,,,0,['special-attack'],[-2]
stealth-rock,rock,status,,,20.0,0,Causes damage when opposing Pokémon switch in.,"Spreads sharp rocks around the opposing field, damaging any Pokémon that enters the field for 1/8 its max HP.  This damage is affected by the entering Pokémon’s susceptibility to rock moves.

rapid spin removes this effect from its user’s side of the field.",,none,0,0,0,0,,,,,0,[''],[0]
grass-knot,grass,special,100.0,,20.0,0,"Inflicts more damage to heavier targets, with a maximum of 120 power.","Inflicts regular damage.  Power increases with the target’s weight in kilograms, to a maximum of 120.

Target’s weight | Power
--------------- | ----:
Up to 10kg      |    20
Up to 25kg      |    40
Up to 50kg      |    60
Up to 100kg     |    80
Up to 200kg     |   100
Above 200kg     |   120
",,none,0,0,0,0,,,,,0,[''],[0]
chatter,flying,special,100.0,65.0,20.0,0,Has a higher chance to confuse the target when the recorded sound is louder.,"Inflicts regular damage.  Has either a 1%, 11%, or 31% chance to confuse the target, based on the volume of the recording made for this move; louder recordings increase the chance of confusion.  If the user is not a chatot, this move will not cause confusion.

This move cannot be copied by mimic, mirror move, or sketch, nor selected by assist, metronome, or sleep talk.",100.0,confusion,0,0,0,0,,,2.0,5.0,0,[''],[0]
judgment,normal,special,100.0,100.0,10.0,0,"If the user is holding a appropriate plate or drive, the damage inflicted will match it.","Inflicts regular damage.  If the user is holding a plate or a drive, this move’s type is the type corresponding to that item.

Note: This effect is technically shared by both techno blast and judgment; however, Techno Blast is only affected by drives, and Judgment is only affected by plates.",,none,0,0,0,0,,,,,0,[''],[0]
bug-bite,bug,physical,100.0,60.0,20.0,0,"If target has a berry, inflicts double damage and uses the berry.","Inflicts regular damage.  If the target is holding a berry, this move has double power, and the user takes the berry and uses it immediately.

If the target is holding a jaboca berry or rowap berry, the berry is still removed, but has no effect.

If this move is super effective and the target is holding a berry that can reduce this move’s damage, it will do so, and will not be stolen.",,none,0,0,0,0,,,,,0,[''],[0]
charge-beam,electric,special,90.0,50.0,10.0,0,Has a $effect_chance% chance to raise the user’s Special Attack by one stage.,Inflicts regular damage.  Has a $effect_chance% chance to raise the user’s Special Attack by one stage.,70.0,none,0,0,0,0,,,,,70,['special-attack'],[1]
wood-hammer,grass,physical,100.0,120.0,15.0,0,User receives 1/3 the damage inflicted in recoil.,Inflicts regular damage.  User takes 1/3 the damage it inflicts in recoil.,,none,0,-33,0,0,,,,,0,[''],[0]
aqua-jet,water,physical,100.0,40.0,20.0,1,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
attack-order,bug,physical,100.0,90.0,15.0,0,Has an increased chance for a critical hit.,Inflicts regular damage.  User’s critical hit rate is one level higher when using this move.,,none,1,0,0,0,,,,,0,[''],[0]
defend-order,bug,status,,,10.0,0,Raises the user’s Defense and Special Defense by one stage.,Raises the user’s Defense and Special Defense by one stage.,,none,0,0,0,0,,,,,0,"['defense', 'special-defense']","[1, 1]"
heal-order,bug,status,,,10.0,0,Heals the user by half its max HP.,Heals the user for half its max HP.,,none,0,0,0,50,,,,,0,[''],[0]
head-smash,rock,physical,80.0,150.0,5.0,0,User receives 1/2 the damage inflicted in recoil.,Inflicts regular damage.  User takes 1/2 the damage it inflicts in recoil.,,none,0,-50,0,0,,,,,0,[''],[0]
double-hit,normal,physical,90.0,35.0,10.0,0,Hits twice in one turn.,Inflicts regular damage.  Hits twice in one turn.,,none,0,0,0,0,2.0,2.0,,,0,[''],[0]
roar-of-time,dragon,special,90.0,150.0,5.0,0,User foregoes its next turn to recharge.,"Inflicts regular damage.  User loses its next turn to ""recharge"", and cannot attack or switch out during that turn.",,none,0,0,0,0,,,,,0,[''],[0]
spacial-rend,dragon,special,95.0,100.0,5.0,0,Has an increased chance for a critical hit.,Inflicts regular damage.  User’s critical hit rate is one level higher when using this move.,,none,1,0,0,0,,,,,0,[''],[0]
lunar-dance,psychic,status,,,10.0,0,"User faints, and its replacement is fully healed.","User faints.  Its replacement’s HP and PP are fully restored, and any major status effect is removed.",,none,0,0,0,0,,,,,0,[''],[0]
crush-grip,normal,physical,100.0,,5.0,0,"Power increases against targets with more HP remaining, up to a maximum of 121 power.","Inflicts regular damage.  Power directly relates to the target’s relative remaining HP, given by `1 + 120 * current HP / max HP`, to a maximum of 121.",,none,0,0,0,0,,,,,0,[''],[0]
magma-storm,fire,special,75.0,100.0,5.0,0,Prevents the target from fleeing and inflicts damage for 2-5 turns.,"Inflicts regular damage.  For the next 2–5 turns, the target cannot leave the field and is damaged for 1/16 its max HP at the end of each turn.  The user continues to use other moves during this time.  If the user leaves the field, this effect ends.

Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.

rapid spin cancels this effect.",100.0,trap,0,0,0,0,,,5.0,6.0,0,[''],[0]
dark-void,dark,status,50.0,,10.0,0,Puts the target to sleep.,Puts the target to sleep.,,sleep,0,0,0,0,,,2.0,4.0,0,[''],[0]
seed-flare,grass,special,85.0,120.0,5.0,0,Has a $effect_chance% chance to lower the target’s Special Defense by two stages.,Inflicts regular damage.  Has a $effect_chance% chance to lower the target’s Special Defense by two stages.,40.0,none,0,0,0,0,,,,,40,['special-defense'],[-2]
ominous-wind,ghost,special,100.0,60.0,5.0,0,Has a $effect_chance% chance to raise all of the user’s stats by one stage.,Inflicts regular damage. Has a $effect_chance% chance to raise all of the user’s stats one stage.,10.0,none,0,0,0,0,,,,,10,"['attack', 'defense', 'special-attack', 'special-defense', 'speed']","[1, 1, 1, 1, 1]"
shadow-force,ghost,physical,100.0,120.0,5.0,0,"User vanishes, dodging all attacks, and hits next turn.  Hits through Protect and Detect.","Inflicts regular damage.  User vanishes for one turn, becoming immune to attack, and hits on the second turn.

This move ignores the effects of detect and protect.

This move cannot be selected by sleep talk.",,none,0,0,0,0,,,,,0,[''],[0]
hone-claws,dark,status,,,15.0,0,Raises the user’s Attack and accuracy by one stage.,Raises the user’s Attack and accuracy by one stage.,,none,0,0,0,0,,,,,0,"['attack', 'accuracy']","[1, 1]"
wide-guard,rock,status,,,10.0,3,Prevents any multi-target moves from hitting friendly Pokémon this turn.,"Moves with multiple targets will not hit friendly Pokémon for the remainder of this turn.  If the user is last to act this turn, this move will fail.

This move cannot be selected by assist or metronome.",,none,0,0,0,0,,,,,0,[''],[0]
guard-split,psychic,status,,,10.0,0,Averages Defense and Special Defense with the target.,Averages the user’s unmodified Defense with the target’s unmodified Defense; the value becomes the unmodified Defense for both Pokémon. Unmodified Special Defense is averaged the same way.,,none,0,0,0,0,,,,,0,[''],[0]
power-split,psychic,status,,,10.0,0,Averages Attack and Special Attack with the target.,"Averages the user’s unmodified Attack with the target’s unmodified Attack; the value becomes the unmodified Attack for both Pokémon. Unmodified Special Attack is averaged the same way.

This effect applies before any other persistent changes to unmodified Attack or Special Attack, such as flower gift during sunny day.",,none,0,0,0,0,,,,,0,[''],[0]
wonder-room,psychic,status,,,10.0,0,All Pokémon’s Defense and Special Defense are swapped for 5 turns.,"For five turns (including this one), every Pokémon’s Defense and Special Defense are swapped.",,none,0,0,0,0,,,,,0,[''],[0]
psyshock,psychic,special,100.0,80.0,10.0,0,"Inflicts damage based on the target’s Defense, not Special Defense.","Inflicts regular damage.  Damage calculation always uses the target’s Defense, regardless of this move’s damage class.",,none,0,0,0,0,,,,,0,[''],[0]
venoshock,poison,special,100.0,65.0,10.0,0,Inflicts double damage if the target is Poisoned.,"Inflicts regular damage.  If the target is poisoned, this move has double power.",,none,0,0,0,0,,,,,0,[''],[0]
autotomize,steel,status,,,15.0,0,Raises the user’s Speed by two stages and halves the user’s weight.,Raises the user’s Speed by two stages.  Halves the user’s weight; this effect does not stack.,,none,0,0,0,0,,,,,0,['speed'],[2]
rage-powder,bug,status,,,20.0,2,Redirects the target’s single-target effects to the user for this turn.,"Until the end of this turn, any moves that opposing Pokémon target solely at the user’s ally will instead target the user.  If both Pokémon on the same side of the field use this move on the same turn, the Pokémon that uses it last will become the target.

This effect takes priority over lightning rod and storm drain.

If the user’s ally switches out, opposing Pokémon may still hit it with pursuit.

This move cannot be selected by assist or metronome.",,none,0,0,0,0,,,,,0,[''],[0]
telekinesis,psychic,status,,,15.0,0,Moves have 100% accuracy against the target for three turns.,"For three turns (including this one), moves used against the target have 100% accuracy, but the target is immune to ground damage.  Accuracy of one-hit KO moves is exempt from this effect.

This effect is removed by gravity.  If Gravity is already in effect, this move will fail.",,unknown,0,0,0,0,,,3.0,3.0,0,[''],[0]
magic-room,psychic,status,,,10.0,0,Negates held items for five turns.,"For five turns (including this one), passive effects of held items are ignored, and Pokémon will not use their held items.",,none,0,0,0,0,,,,,0,[''],[0]
smack-down,rock,physical,100.0,50.0,15.0,0,Removes any immunity to Ground damage.,"Inflicts regular damage.  Removes the target’s immunity to ground-type damage.  This effect removes any existing Ground immunity due to levitate, magnet rise, or telekinesis, and causes the target’s flying type to be ignored when it takes Ground damage.

If the target isn’t immune to Ground damage, this move will fail.

This move can hit Pokémon under the effect of bounce, fly, or sky drop, and ends the effect of Bounce or Fly.",100.0,unknown,0,0,0,0,,,,,0,[''],[0]
storm-throw,fighting,physical,100.0,60.0,10.0,0,Always scores a critical hit.,Inflicts regular damage.  Always scores a critical hit.,,none,6,0,0,0,,,,,0,[''],[0]
flame-burst,fire,special,100.0,70.0,15.0,0,Deals splash damage to Pokémon next to the target.,"Inflicts regular damage.  If this move successfully hits the target, any Pokémon adjacent to the target are damaged for 1/16 their max HP.",,none,0,0,0,0,,,,,0,[''],[0]
sludge-wave,poison,special,100.0,95.0,10.0,0,Has a $effect_chance% chance to poison the target.,Inflicts regular damage.  Has a $effect_chance% chance to poison the target.,10.0,poison,0,0,0,0,,,,,0,[''],[0]
quiver-dance,bug,status,,,20.0,0,"Raises the user’s Special Attack, Special Defense, and Speed by one stage each.","Raises the user’s Special Attack, Special Defense, and Speed by one stage each.",,none,0,0,0,0,,,,,0,"['special-attack', 'special-defense', 'speed']","[1, 1, 1]"
heavy-slam,steel,physical,100.0,,10.0,0,"Power is higher when the user weighs more than the target, up to a maximum of 120.","Inflicts regular damage.  The greater the user’s weight compared to the target’s, the higher power this move has, to a maximum of 120.

User’s weight                    | Power
-------------------------------- | ----:
Up to 2× the target’s weight     |    40
Up to 3× the target’s weight     |    60
Up to 4× the target’s weight     |    80
Up to 5× the target’s weight     |   100
More than 5× the target’s weight |   120
",,none,0,0,0,0,,,,,0,[''],[0]
synchronoise,psychic,special,100.0,120.0,10.0,0,Hits any Pokémon that shares a type with the user.,Inflicts regular damage.  Only Pokémon that share a type with the user will take damage from this move.,,none,0,0,0,0,,,,,0,[''],[0]
electro-ball,electric,special,100.0,,10.0,0,"Power is higher when the user has greater Speed than the target, up to a maximum of 150.","Inflicts regular damage.  The greater the user’s Speed compared to the target’s, the higher power this move has, to a maximum of 150.

User’s Speed                     | Power
-------------------------------- | ----:
Up to 2× the target’s Speed      |    60
Up to 3× the target’s Speed      |    80
Up to 4× the target’s Speed      |   120
More than 4× the target’s Speed  |   150
",,none,0,0,0,0,,,,,0,[''],[0]
soak,water,status,100.0,,20.0,0,Changes the target’s type to Water.,"Changes the target to pure water-type until it leaves the field.  If the target has multitype, this move will fail.",,none,0,0,0,0,,,,,0,[''],[0]
flame-charge,fire,physical,100.0,50.0,20.0,0,Inflicts regular damage.  Raises the user’s Speed by one stage.,Inflicts regular damage.  Raises the user’s Speed by one stage.,100.0,none,0,0,0,0,,,,,100,['speed'],[1]
coil,poison,status,,,20.0,0,"Raises the user’s Attack, Defense, and accuracy by one stage each.","Raises the user’s Attack, Defense, and accuracy by one stage each.",,none,0,0,0,0,,,,,0,"['attack', 'defense', 'accuracy']","[1, 1, 1]"
low-sweep,fighting,physical,100.0,65.0,20.0,0,Lowers the target’s Speed by one stage.,Lowers the target’s Speed by one stage.,100.0,none,0,0,0,0,,,,,100,['speed'],[-1]
acid-spray,poison,special,100.0,40.0,20.0,0,Lowers the target’s Special Defense by two stages.,Inflicts regular damage.  Lowers the target’s Special Defense by two stages.,100.0,none,0,0,0,0,,,,,100,['special-defense'],[-2]
foul-play,dark,physical,100.0,95.0,15.0,0,Calculates damage with the target’s attacking stat.,Inflicts regular damage.  Damage is calculated using the target’s attacking stat rather than the user’s.,,none,0,0,0,0,,,,,0,[''],[0]
simple-beam,normal,status,100.0,,15.0,0,Changes the target’s ability to Simple.,Changes the target’s ability to simple.,,none,0,0,0,0,,,,,0,[''],[0]
entrainment,normal,status,100.0,,15.0,0,Copies the user’s ability onto the target.,Changes the target’s ability to match the user’s.  This effect ends when the target leaves battle.,,none,0,0,0,0,,,,,0,[''],[0]
after-you,normal,status,,,15.0,0,Makes the target act next this turn.,"The target will act next this turn, regardless of Speed or move priority.
If the target has already acted this turn, this move will fail.",,none,0,0,0,0,,,,,0,[''],[0]
round,normal,special,100.0,60.0,15.0,0,Has double power if it’s used more than once per turn.,"Inflicts regular damage.  If round has already been used this turn, this move’s power is doubled.  After this move is used, any other Pokémon using it this turn will immediately do so (in the order they would otherwise act), regardless of Speed or priority.  Pokémon using other moves will then continue to act as usual.",,none,0,0,0,0,,,,,0,[''],[0]
echoed-voice,normal,special,100.0,40.0,15.0,0,"Power increases by 100% for each consecutive use by any friendly Pokémon, to a maximum of 200.","Inflicts regular damage.  If any friendly Pokémon used this move earlier this turn or on the previous turn, that use’s power is added to this move’s power, to a maximum of 200.",,none,0,0,0,0,,,,,0,[''],[0]
chip-away,normal,physical,100.0,70.0,20.0,0,Ignores the target’s stat modifiers.,"Inflicts regular damage.  Damage calculation ignores the target’s stat modifiers, including evasion.",,none,0,0,0,0,,,,,0,[''],[0]
clear-smog,poison,special,,50.0,15.0,0,Removes all of the target’s stat modifiers.,Inflicts regular damage.  All of the target’s stat modifiers are reset to zero.,,none,0,0,0,0,,,,,0,[''],[0]
stored-power,psychic,special,100.0,20.0,10.0,0,"Power is higher the more the user’s stats have been raised, to a maximum of 31×.","Inflicts regular damage.  Power is increased by 100% its original value for every stage any of the user’s stats have been raised.  Accuracy, evasion, and lowered stats do not affect this move’s power.  For a Pokémon with all five stats modified to +6, this move’s power is 31×.",,none,0,0,0,0,,,,,0,[''],[0]
quick-guard,fighting,status,,,15.0,3,Prevents any priority moves from hitting friendly Pokémon this turn.,"Moves with priority greater than 0 will not hit friendly Pokémon for the remainder of this turn.  If the user is last to act this turn, this move will fail.

This move cannot be selected by assist or metronome.",,none,0,0,0,0,,,,,0,[''],[0]
ally-switch,psychic,status,,,15.0,2,User switches places with the friendly Pokémon opposite it.,"User switches position on the field with the friendly Pokémon opposite it.  If the user is in the middle position in a triple battle, or there are no other friendly Pokémon, this move will fail.",,none,0,0,0,0,,,,,0,[''],[0]
scald,water,special,100.0,80.0,15.0,0,Has a $effect_chance% chance to burn the target.,Inflicts regular damage.  Has a $effect_chance% chance to burn the target.,30.0,burn,0,0,0,0,,,,,0,[''],[0]
shell-smash,normal,status,,,15.0,0,"Raises user’s Attack, Special Attack, and Speed by two stages.  Lower user’s Defense and Special Defense by one stage.","Raises the user’s Attack, Special Attack, and Speed by two stages each.  Lowers the user’s Defense and Special Defense by one stage each.",,none,0,0,0,0,,,,,0,"['defense', 'special-defense', 'attack', 'special-attack', 'speed']","[-1, -1, 2, 2, 2]"
heal-pulse,psychic,status,,,10.0,0,Heals the target for half its max HP.,Heals the target for half its max HP.,,none,0,0,0,50,,,,,0,[''],[0]
hex,ghost,special,100.0,65.0,10.0,0,Has double power if the target has a major status ailment.,"Inflicts regular damage.  If the target has a major status ailment, this move has double power.",,none,0,0,0,0,,,,,0,[''],[0]
sky-drop,flying,physical,100.0,60.0,10.0,0,"Carries the target high into the air, dodging all attacks against either, and drops it next turn.","Inflicts regular damage.  User carries the target high into the air for one turn, during which no moves will hit either Pokémon and neither can act.  On the following turn, the user drops the target, inflicting damage and ending the effect.

If the target is flying-type, this move will function as normal but inflict no damage.

gust, hurricane, sky uppercut, smack down, thunder, twister, and whirlwind can hit both the user and the target during this effect.  gust and twister will additionally have double power.

The damage from hail and sandstorm still applies during this effect.

Either Pokémon may be hit during this effect if also under the effect of lock on, mind reader, or no guard.

This move cannot be used while gravity is in effect.

This move cannot be selected by sleep talk.

*Bug*: If gravity is used during a double or triple battle while this move is in effect, this move is not correctly canceled on the target, and it remains high in the air indefinitely.  As this move prevents the target from acting, the only way to subsequently remove it from the field is to faint it.",,none,0,0,0,0,,,,,0,[''],[0]
shift-gear,steel,status,,,10.0,0,Raises the user’s Attack by one stage and its Speed by two stages.,Raises the user’s Attack by one stage and its Speed by two stages.,,none,0,0,0,0,,,,,0,"['attack', 'speed']","[1, 2]"
circle-throw,fighting,physical,90.0,60.0,10.0,-6,Ends wild battles.  Forces trainers to switch Pokémon.,"Inflicts regular damage, then switches the target out for another of its trainer’s Pokémon, selected at random.

If the target is under the effect of ingrain or suction cups, or it has a substitute, or its Trainer has no more usable Pokémon, it will not be switched out.  If the target is a wild Pokémon, the battle ends instead.",,none,0,0,0,0,,,,,0,[''],[0]
incinerate,fire,special,100.0,60.0,15.0,0,Destroys the target’s held berry.,"Inflicts regular damage.  If the target is holding a berry, it’s destroyed and cannot be used in response to this move.",,none,0,0,0,0,,,,,0,[''],[0]
quash,dark,status,100.0,,15.0,0,Makes the target act last this turn.,"Forces the target to act last this turn, regardless of Speed or move priority.  If the target has already acted this turn, this move will fail.",,none,0,0,0,0,,,,,0,[''],[0]
acrobatics,flying,physical,100.0,55.0,15.0,0,Has double power if the user has no held item.,"Inflicts regular damage.  If the user has no held item, this move has double power.",,none,0,0,0,0,,,,,0,[''],[0]
reflect-type,normal,status,,,15.0,0,User becomes the target’s type.,User’s type changes to match the target’s.,,none,0,0,0,0,,,,,0,[''],[0]
retaliate,normal,physical,100.0,70.0,5.0,0,Has double power if a friendly Pokémon fainted last turn.,"Inflicts regular damage.  If a friendly Pokémon fainted on the previous turn, this move has double power.",,none,0,0,0,0,,,,,0,[''],[0]
final-gambit,fighting,special,100.0,,5.0,0,Inflicts damage equal to the user’s remaining HP.  User faints.,Inflicts damage equal to the user’s remaining HP.  User faints.,,none,0,0,0,0,,,,,0,[''],[0]
bestow,normal,status,,,15.0,0,Gives the user’s held item to the target.,"Transfers the user’s held item to the target.  If the user has no held item, or the target already has a held item, this move will fail.",,none,0,0,0,0,,,,,0,[''],[0]
inferno,fire,special,50.0,100.0,5.0,0,Has a $effect_chance% chance to burn the target.,Inflicts regular damage.  Has a $effect_chance% chance to burn the target.,100.0,burn,0,0,0,0,,,,,0,[''],[0]
water-pledge,water,special,100.0,80.0,10.0,0,"With Grass Pledge, halves opposing Pokémon’s Speed for four turns.","Inflicts regular damage.  If a friendly Pokémon used grass pledge earlier this turn, all opposing Pokémon have halved Speed for four turns (including this one).",,none,0,0,0,0,,,,,0,[''],[0]
fire-pledge,fire,special,100.0,80.0,10.0,0,"With Water Pledge, doubles the effect chance of friendly Pokémon’s moves for four turns.","Inflicts regular damage.  If a friendly Pokémon used water pledge earlier this turn, moves used by any friendly Pokémon have doubled effect chance for four turns (including this one).",,none,0,0,0,0,,,,,0,[''],[0]
grass-pledge,grass,special,100.0,80.0,10.0,0,"With Fire Pledge, damages opposing Pokémon for 1/8 their max HP every turn for four turns.","Inflicts regular damage.  If a friendly Pokémon used fire pledge earlier this turn, all opposing Pokémon will take 1/8 their max HP in damage at the end of every turn for four turns (including this one).",,none,0,0,0,0,,,,,0,[''],[0]
volt-switch,electric,special,100.0,70.0,20.0,0,User must switch out after attacking.,"Inflicts regular damage, then the user immediately switches out, and the trainer selects a replacement Pokémon from the party.  If the target faints from this attack, the user’s trainer selects the new Pokémon to send out first.  If the user is the last Pokémon in its party that can battle, it will not switch out.

The user may be hit by pursuit when it switches out, if it has been targeted and pursuit has not yet been used.

This move may be used even if the user is under the effect of ingrain.  ingrain’s effect will end.",,none,0,0,0,0,,,,,0,[''],[0]
struggle-bug,bug,special,100.0,50.0,20.0,0,Has a $effect_chance% chance to lower the target’s Special Attack by one stage.,Inflicts regular damage.  Has a $effect_chance% chance to lower the target’s Special Attack by one stage.,100.0,none,0,0,0,0,,,,,100,['special-attack'],[-1]
bulldoze,ground,physical,100.0,60.0,20.0,0,Has a $effect_chance% chance to lower the target’s Speed by one stage.,Inflicts regular damage.  Has a $effect_chance% chance to lower the target’s Speed by one stage.,100.0,none,0,0,0,0,,,,,100,['speed'],[-1]
frost-breath,ice,special,90.0,60.0,10.0,0,Always scores a critical hit.,Inflicts regular damage.  Always scores a critical hit.,100.0,none,6,0,0,0,,,,,0,[''],[0]
